fact_id,date_key,hs_code,country_key,trade_flow_key,is_total,trade_value_usd_million,observation_status,reported_quantity_unit,source_report_date,source_file
4796,202202,71039110,MYANMAR,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4797,202202,71039110,NORWAY,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4798,202202,71039110,SINGAPORE,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4799,202202,71039110,SPAIN,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4800,202202,71039110,SRI LANKA DSR,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4801,202202,71039110,SWITZERLAND,import,0,0.01,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4802,202202,71039110,THAILAND,import,0,0.56,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4803,202202,71039110,U ARAB EMTS,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4804,202202,71039110,U K,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4805,202202,71039110,U S A,import,0,0.08,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4806,202202,71039110,TOTAL,import,1,24.23,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039110/71039110_2022_02.html
4807,202202,71039120,ARMENIA,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4808,202202,71039120,AUSTRALIA,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4809,202202,71039120,BAHARAIN IS,import,0,0.01,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4810,202202,71039120,BELGIUM,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4811,202202,71039120,CANADA,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4812,202202,71039120,CHINA P RP,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4813,202202,71039120,CZECH REPUBLIC,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4814,202202,71039120,DENMARK,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4815,202202,71039120,FRANCE,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4816,202202,71039120,GERMANY,import,0,0.02,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4817,202202,71039120,GREECE,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4818,202202,71039120,HONG KONG,import,0,0.01,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4819,202202,71039120,INDONESIA,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4820,202202,71039120,ITALY,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4821,202202,71039120,JAPAN,import,0,0.01,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4822,202202,71039120,MADAGASCAR,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4823,202202,71039120,MAURITIUS,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4824,202202,71039120,MOZAMBIQUE,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4825,202202,71039120,MYANMAR,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4826,202202,71039120,SINGAPORE,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4827,202202,71039120,SPAIN,import,0,0.01,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4828,202202,71039120,SRI LANKA DSR,import,0,0.03,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4829,202202,71039120,SWITZERLAND,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4830,202202,71039120,TAIWAN,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4831,202202,71039120,THAILAND,import,0,0.51,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4832,202202,71039120,U ARAB EMTS,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4833,202202,71039120,U K,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4834,202202,71039120,U S A,import,0,0.05,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4835,202202,71039120,UNSPECIFIED,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4836,202202,71039120,TOTAL,import,1,0.66,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039120/71039120_2022_02.html
4837,202202,71039130,ARMENIA,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4838,202202,71039130,AUSTRALIA,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4839,202202,71039130,BAHARAIN IS,import,0,0.01,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4840,202202,71039130,BELGIUM,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4841,202202,71039130,BRAZIL,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4842,202202,71039130,CANADA,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4843,202202,71039130,CHINA P RP,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4844,202202,71039130,COLOMBIA,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4845,202202,71039130,DENMARK,import,0,0.01,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4846,202202,71039130,FRANCE,import,0,0.09,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4847,202202,71039130,GERMANY,import,0,0.03,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4848,202202,71039130,GREECE,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4849,202202,71039130,HONG KONG,import,0,0.26,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4850,202202,71039130,ISRAEL,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4851,202202,71039130,ITALY,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4852,202202,71039130,JAPAN,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4853,202202,71039130,MADAGASCAR,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4854,202202,71039130,MALAWI,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4855,202202,71039130,MAURITIUS,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4856,202202,71039130,MEXICO,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4857,202202,71039130,POLAND,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4858,202202,71039130,RUSSIA,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4859,202202,71039130,SINGAPORE,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4860,202202,71039130,SOUTH AFRICA,import,0,0.03,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4861,202202,71039130,SPAIN,import,0,0.02,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4862,202202,71039130,SRI LANKA DSR,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4863,202202,71039130,SWITZERLAND,import,0,0.01,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4864,202202,71039130,TAIWAN,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4865,202202,71039130,TANZANIA REP,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4866,202202,71039130,THAILAND,import,0,0.53,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4867,202202,71039130,TURKEY,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4868,202202,71039130,U ARAB EMTS,import,0,0.04,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4869,202202,71039130,U K,import,0,0.2,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4870,202202,71039130,U S A,import,0,2.25,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4871,202202,71039130,UNSPECIFIED,import,0,0.0,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4872,202202,71039130,TOTAL,import,1,3.47,R,CTM,2026-08-21,gemstrategy_data/raw/import/71039130/71039130_2022_02.html
4873,202203,71011010,CHINA P RP,import,0,0.18,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4874,202203,71011010,FRANCE,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4875,202203,71011010,GREECE,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4876,202203,71011010,HONG KONG,import,0,0.19,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4877,202203,71011010,INDONESIA,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4878,202203,71011010,JAPAN,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4879,202203,71011010,SWITZERLAND,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4880,202203,71011010,THAILAND,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4881,202203,71011010,U K,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4882,202203,71011010,U S A,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4883,202203,71011010,TOTAL,import,1,0.38,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011010/71011010_2022_03.html
4884,202203,71011020,CHINA P RP,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011020/71011020_2022_03.html
4885,202203,71011020,FRANCE,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011020/71011020_2022_03.html
4886,202203,71011020,HONG KONG,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011020/71011020_2022_03.html
4887,202203,71011020,JAPAN,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011020/71011020_2022_03.html
4888,202203,71011020,SWITZERLAND,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011020/71011020_2022_03.html
4889,202203,71011020,THAILAND,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011020/71011020_2022_03.html
4890,202203,71011020,U ARAB EMTS,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011020/71011020_2022_03.html
4891,202203,71011020,U S A,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011020/71011020_2022_03.html
4892,202203,71011020,TOTAL,import,1,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71011020/71011020_2022_03.html
4893,202203,71012100,CHINA P RP,import,0,0.3,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2022_03.html
4894,202203,71012100,DENMARK,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2022_03.html
4895,202203,71012100,FRANCE,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2022_03.html
4896,202203,71012100,GERMANY,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2022_03.html
4897,202203,71012100,HONG KONG,import,0,0.16,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2022_03.html
4898,202203,71012100,INDONESIA,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2022_03.html
4899,202203,71012100,JAPAN,import,0,0.13,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2022_03.html
4900,202203,71012100,THAILAND,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2022_03.html
4901,202203,71012100,U S A,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2022_03.html
4902,202203,71012100,TOTAL,import,1,0.59,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2022_03.html
4903,202203,71012200,CANADA,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4904,202203,71012200,CHINA P RP,import,0,0.02,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4905,202203,71012200,DENMARK,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4906,202203,71012200,FRANCE,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4907,202203,71012200,GERMANY,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4908,202203,71012200,HONG KONG,import,0,0.22,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4909,202203,71012200,INDONESIA,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4910,202203,71012200,ITALY,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4911,202203,71012200,JAPAN,import,0,0.09,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4912,202203,71012200,KOREA RP,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4913,202203,71012200,SPAIN,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4914,202203,71012200,THAILAND,import,0,0.02,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4915,202203,71012200,U ARAB EMTS,import,0,0.01,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4916,202203,71012200,U K,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4917,202203,71012200,U S A,import,0,0.05,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4918,202203,71012200,TOTAL,import,1,0.41,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2022_03.html
4919,202203,71031031,AFGHANISTAN,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4920,202203,71031031,ARMENIA,import,0,0.02,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4921,202203,71031031,BELGIUM,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4922,202203,71031031,BRAZIL,import,0,0.53,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4923,202203,71031031,CHINA P RP,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4924,202203,71031031,COLOMBIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4925,202203,71031031,DOMINIC REP,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4926,202203,71031031,ESTONIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4927,202203,71031031,ETHIOPIA,import,0,0.54,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4928,202203,71031031,GERMANY,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4929,202203,71031031,HONG KONG,import,0,4.13,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4930,202203,71031031,INDONESIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4931,202203,71031031,ISRAEL,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4932,202203,71031031,ITALY,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4933,202203,71031031,JAPAN,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4934,202203,71031031,KENYA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4935,202203,71031031,LEBANON,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4936,202203,71031031,MALAWI,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4937,202203,71031031,MAURITIUS,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4938,202203,71031031,MOZAMBIQUE,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4939,202203,71031031,NIGERIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4940,202203,71031031,RUSSIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4941,202203,71031031,SINGAPORE,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4942,202203,71031031,SOMALIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4943,202203,71031031,SWITZERLAND,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4944,202203,71031031,TANZANIA REP,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4945,202203,71031031,THAILAND,import,0,0.12,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4946,202203,71031031,U ARAB EMTS,import,0,3.26,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4947,202203,71031031,U K,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4948,202203,71031031,U S A,import,0,0.15,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4949,202203,71031031,ZAMBIA,import,0,1.74,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4950,202203,71031031,TOTAL,import,1,10.5,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031031/71031031_2022_03.html
4951,202203,71031041,AFGHANISTAN,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4952,202203,71031041,BRAZIL,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4953,202203,71031041,CHINA P RP,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4954,202203,71031041,CZECH REPUBLIC,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4955,202203,71031041,DENMARK,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4956,202203,71031041,DJIBOUTI,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4957,202203,71031041,GERMANY,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4958,202203,71031041,GREENLAND,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4959,202203,71031041,GUINEA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4960,202203,71031041,HONG KONG,import,0,0.92,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4961,202203,71031041,ITALY,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4962,202203,71031041,KENYA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4963,202203,71031041,LEBANON,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4964,202203,71031041,MADAGASCAR,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4965,202203,71031041,MALAWI,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4966,202203,71031041,MAURITIUS,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4967,202203,71031041,MOROCCO,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4968,202203,71031041,MOZAMBIQUE,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4969,202203,71031041,NIGERIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4970,202203,71031041,SINGAPORE,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4971,202203,71031041,TANZANIA REP,import,0,0.04,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4972,202203,71031041,THAILAND,import,0,0.9,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4973,202203,71031041,U ARAB EMTS,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4974,202203,71031041,U K,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4975,202203,71031041,U S A,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4976,202203,71031041,ZAMBIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4977,202203,71031041,TOTAL,import,1,1.85,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031041/71031041_2022_03.html
4978,202203,71031042,AFGHANISTAN,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4979,202203,71031042,AUSTRALIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4980,202203,71031042,BRAZIL,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4981,202203,71031042,CANADA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4982,202203,71031042,CZECH REPUBLIC,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4983,202203,71031042,DJIBOUTI,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4984,202203,71031042,ETHIOPIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4985,202203,71031042,GERMANY,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4986,202203,71031042,GREENLAND,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4987,202203,71031042,GUINEA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4988,202203,71031042,HONG KONG,import,0,0.01,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4989,202203,71031042,ISRAEL,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4990,202203,71031042,ITALY,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4991,202203,71031042,KENYA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4992,202203,71031042,KOREA RP,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4993,202203,71031042,LEBANON,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4994,202203,71031042,MADAGASCAR,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4995,202203,71031042,MALAWI,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4996,202203,71031042,MAURITIUS,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4997,202203,71031042,MOZAMBIQUE,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4998,202203,71031042,NIGERIA,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
4999,202203,71031042,SRI LANKA DSR,import,0,0.0,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
5000,202203,71031042,SWITZERLAND,import,0,0.01,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
5001,202203,71031042,TANZANIA REP,import,0,0.01,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
5002,202203,71031042,THAILAND,import,0,0.35,R,KGS,2026-08-21,gemstrategy_data/raw/import/71031042/71031042_2022_03.html
