fact_id,date_key,hs_code,country_key,trade_flow_key,is_total,trade_value_usd_million,observation_status,reported_quantity_unit,source_report_date,source_file
38,201801,71012100,U ARAB EMTS,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2018_01.html
39,201801,71012100,U S A,import,0,0.01,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2018_01.html
40,201801,71012100,UNSPECIFIED,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2018_01.html
41,201801,71012100,TOTAL,import,1,1.2,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012100/71012100_2018_01.html
42,201801,71012200,CHINA P RP,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
43,201801,71012200,FRANCE,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
44,201801,71012200,GERMANY,import,0,0.01,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
45,201801,71012200,HONG KONG,import,0,184.78,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
46,201801,71012200,INDONESIA,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
47,201801,71012200,ITALY,import,0,0.13,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
48,201801,71012200,JAPAN,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
49,201801,71012200,KOREA RP,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
50,201801,71012200,MAURITIUS,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
51,201801,71012200,MEXICO,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
52,201801,71012200,SPAIN,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
53,201801,71012200,THAILAND,import,0,0.0,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
54,201801,71012200,U ARAB EMTS,import,0,15.43,R,KGS,2026-08-20,gemstrategy_data/raw/import/71012200/71012200_2018_01.html
